Temperature (C),Humidity (%),BMP Temp (C),Pressure (hPa),MQ135 Voltage (V),PM2.5 (µg/m³),PPM (CO2)
32.3,78.0,31.32,1002.64,0.03,1.53,0.08
32.3,78.0,31.32,1002.64,0.03,1.57,0.09
32.3,78.0,31.31,1002.64,0.03,1.69,0.1
32.3,78.0,31.31,1002.65,0.05,2.62,0.36
32.3,78.0,31.31,1002.65,0.03,1.33,0.05
32.3,78.0,31.31,1002.65,0.04,1.81,0.13
32.3,78.0,31.31,1002.64,0.04,1.93,0.15
32.3,78.0,31.31,1002.65,0.03,1.53,0.08
32.3,78.0,31.31,1002.65,0.04,1.93,0.15
32.3,78.0,31.31,1002.65,0.03,1.57,0.09
32.3,78.0,31.31,1002.65,0.01,0.64,0.01
32.3,78.0,31.31,1002.65,0.04,1.85,0.14
32.3,78.0,31.3,1002.65,0.04,1.97,0.16
32.3,78.0,31.3,1002.65,0.03,1.29,0.05
32.3,78.0,31.3,1002.65,0.03,1.61,0.09
32.3,78.0,31.3,1002.65,0.03,1.29,0.05
32.3,78.0,31.3,1002.65,0.03,1.73,0.11
32.3,78.0,31.29,1002.65,0.02,1.25,0.04
32.3,78.0,31.29,1002.66,0.02,1.09,0.03
32.3,78.0,31.29,1002.66,0.02,1.09,0.03
32.3,78.0,31.29,1002.65,0.03,1.37,0.06
32.3,78.0,31.29,1002.65,0.03,1.73,0.11
32.3,78.0,31.29,1002.65,0.04,1.89,0.14
32.3,78.0,31.29,1002.66,0.02,1.05,0.03
32.3,78.0,31.29,1002.65,0.03,1.49,0.07
32.3,78.0,31.29,1002.66,0.04,1.93,0.15
32.3,78.0,31.29,1002.66,0.04,1.85,0.14
32.3,78.0,31.29,1002.66,0.04,2.01,0.17
32.3,78.0,31.29,1002.66,0.03,1.73,0.11
32.3,78.0,31.28,1002.66,0.04,1.81,0.13
32.3,78.0,31.28,1002.66,0.03,1.53,0.08
32.3,78.0,31.27,1002.66,0.03,1.29,0.05
32.3,78.0,31.27,1002.66,0.04,1.93,0.15
32.3,78.0,31.27,1002.66,0.08,4.11,1.27
32.3,78.0,31.27,1002.66,0.03,1.69,0.1
32.3,78.0,31.26,1002.66,0.05,2.7,0.39
32.3,78.0,31.26,1002.66,0.04,1.77,0.12
32.3,78.0,31.26,1002.67,0.04,1.85,0.14
32.2,78.0,31.26,1002.67,0.02,1.21,0.04
32.2,78.0,31.26,1002.67,0.04,1.81,0.13
32.2,78.0,31.26,1002.67,0.03,1.65,0.1
32.2,78.0,31.27,1002.67,0.04,1.81,0.13
32.2,78.0,31.27,1002.67,0.04,1.93,0.15
32.2,78.0,31.27,1002.67,0.04,2.05,0.18
32.2,78.0,31.27,1002.66,0.05,2.38,0.27
32.2,78.0,31.27,1002.66,0.03,1.45,0.07
32.2,78.0,31.27,1002.65,0.04,1.93,0.15
32.2,78.0,31.27,1002.65,0.03,1.49,0.07
32.2,78.0,31.27,1002.66,0.03,1.49,0.07
32.2,78.0,31.27,1002.65,0.03,1.49,0.07
32.2,78.0,31.27,1002.66,0.06,2.78,0.42
32.2,78.0,31.28,1002.66,0.04,1.89,0.14
32.2,78.0,31.28,1002.66,0.05,2.58,0.34
32.2,78.0,31.29,1002.66,0.03,1.41,0.06
32.2,78.0,31.29,1002.66,0.04,1.77,0.12
32.2,78.0,31.29,1002.66,0.05,2.34,0.26
32.2,78.0,31.3,1002.66,0.04,2.14,0.2
32.2,78.0,31.31,1002.67,0.03,1.49,0.07
32.2,78.0,31.31,1002.67,0.04,1.85,0.14
32.3,78.0,31.32,1002.67,0.04,2.05,0.18
32.2,78.0,31.32,1002.67,0.0,0.0,0.0
32.2,78.0,31.32,1002.67,0.03,1.37,0.06
32.2,78.0,31.32,1002.67,0.04,1.93,0.15
32.3,78.0,31.32,1002.67,0.02,0.93,0.02
32.3,78.0,31.32,1002.67,0.02,1.17,0.04
32.3,79.0,31.32,1002.68,0.03,1.33,0.05
32.3,78.0,31.32,1002.67,0.03,1.37,0.06
32.3,78.0,31.31,1002.67,0.03,1.73,0.11
32.3,78.0,31.3,1002.67,0.0,0.12,0.0
32.3,78.0,31.3,1002.68,0.03,1.29,0.05
32.3,78.0,31.29,1002.67,0.0,0.0,0.0
32.3,78.0,31.29,1002.67,0.03,1.41,0.06
32.3,78.0,31.29,1002.68,0.04,1.93,0.15
32.3,78.0,31.29,1002.68,0.06,2.94,0.49
32.3,78.0,31.29,1002.68,0.03,1.69,0.1
32.3,78.0,31.29,1002.68,0.03,1.37,0.06
32.3,78.0,31.29,1002.68,0.03,1.69,0.1
32.3,78.0,31.29,1002.68,0.03,1.29,0.05
32.3,79.0,31.3,1002.68,0.02,1.17,0.04
32.3,78.0,31.31,1002.69,0.03,1.69,0.1
32.3,78.0,31.31,1002.68,0.03,1.73,0.11
32.3,78.0,31.31,1002.68,0.0,0.0,0.0
32.3,78.0,31.32,1002.69,0.03,1.73,0.11
32.3,78.0,31.32,1002.69,0.03,1.29,0.05
32.3,78.0,31.33,1002.69,0.04,1.93,0.15
32.3,78.0,31.33,1002.68,0.05,2.34,0.26
32.3,78.0,31.33,1002.69,0.03,1.57,0.09
32.3,78.0,31.32,1002.68,0.03,1.53,0.08
32.3,78.0,31.32,1002.69,0.02,1.21,0.04
32.3,78.0,31.32,1002.68,0.02,1.05,0.03
32.3,78.0,31.31,1002.68,0.0,0.0,0.0
32.3,78.0,31.32,1002.68,0.02,1.09,0.03
32.3,78.0,31.32,1002.68,0.03,1.65,0.1
32.3,78.0,31.32,1002.69,0.04,1.81,0.13
32.3,78.0,31.32,1002.69,0.02,1.01,0.02
32.3,78.0,31.32,1002.69,0.03,1.57,0.09
32.3,78.0,31.32,1002.69,0.05,2.46,0.3
32.3,78.0,31.32,1002.69,0.04,1.81,0.13
32.3,78.0,31.33,1002.7,0.04,1.77,0.12
32.3,78.0,31.33,1002.7,0.03,1.49,0.07
32.3,78.0,31.33,1002.7,0.03,1.69,0.1
32.3,78.0,31.33,1002.7,0.02,1.09,0.03
32.3,78.0,31.33,1002.7,0.03,1.57,0.09
32.3,78.0,31.33,1002.71,0.03,1.69,0.1
32.3,78.0,31.33,1002.71,0.03,1.41,0.06
32.3,78.0,31.33,1002.71,0.0,0.16,0.0
32.3,78.0,31.33,1002.71,0.03,1.41,0.06
32.3,78.0,31.33,1002.71,0.04,1.85,0.14
32.3,78.0,31.33,1002.71,0.03,1.33,0.05
32.3,78.0,31.33,1002.71,0.04,1.93,0.15
32.3,79.0,31.33,1002.71,0.05,2.34,0.26
32.3,78.0,31.33,1002.71,0.04,1.89,0.14
32.3,78.0,31.33,1002.71,0.04,1.81,0.13
32.3,78.0,31.34,1002.71,0.04,2.05,0.18
32.3,78.0,31.34,1002.72,0.03,1.57,0.09
32.3,78.0,31.34,1002.72,0.04,1.89,0.14
32.3,78.0,31.34,1002.71,0.03,1.53,0.08
32.3,78.0,31.34,1002.71,0.04,1.81,0.13
32.3,78.0,31.34,1002.71,0.03,1.37,0.06
32.3,79.0,31.34,1002.71,0.08,4.07,1.24
32.3,79.0,31.34,1002.71,0.05,2.66,0.37
32.3,79.0,31.34,1002.71,0.04,2.14,0.2
32.3,79.0,31.34,1002.71,0.04,2.22,0.22
32.3,79.0,31.33,1002.71,0.01,0.44,0.0
32.3,79.0,31.33,1002.71,0.04,1.93,0.15
32.3,79.0,31.32,1002.71,0.06,2.78,0.42
32.3,78.0,31.32,1002.71,0.04,1.85,0.14
32.3,79.0,31.31,1002.71,0.02,1.21,0.04
32.3,79.0,31.31,1002.71,0.04,1.93,0.15
32.3,78.0,31.3,1002.71,0.03,1.53,0.08
32.3,78.0,31.3,1002.71,0.03,1.73,0.11
32.3,79.0,31.3,1002.71,0.03,1.65,0.1
32.3,78.0,31.3,1002.71,0.04,1.93,0.15
32.3,78.0,31.29,1002.72,0.04,2.01,0.17
32.3,78.0,31.29,1002.71,0.03,1.69,0.1
32.3,78.0,31.29,1002.72,0.04,1.85,0.14
32.3,79.0,31.28,1002.71,0.04,1.93,0.15
32.3,78.0,31.28,1002.72,0.03,1.33,0.05
32.3,78.0,31.28,1002.72,0.01,0.73,0.01
32.3,78.0,31.28,1002.72,0.03,1.69,0.1
32.3,78.0,31.28,1002.72,0.03,1.41,0.06
32.3,78.0,31.28,1002.72,0.03,1.73,0.11
32.3,78.0,31.28,1002.72,0.07,3.47,0.79
32.3,78.0,31.28,1002.72,0.01,0.68,0.01
32.3,78.0,31.29,1002.72,0.05,2.46,0.3
32.3,78.0,31.29,1002.72,0.03,1.69,0.1
32.3,78.0,31.29,1002.72,0.03,1.73,0.11
32.3,78.0,31.29,1002.73,0.05,2.46,0.3
32.3,78.0,31.29,1002.72,0.03,1.61,0.09
32.3,78.0,31.29,1002.72,0.03,1.69,0.1
32.3,78.0,31.29,1002.72,0.03,1.65,0.1
32.3,78.0,31.29,1002.72,0.04,2.01,0.17
32.3,78.0,31.29,1002.73,0.04,1.97,0.16
32.3,78.0,31.29,1002.73,0.04,1.93,0.15
32.3,78.0,31.29,1002.73,0.04,1.93,0.15
32.3,78.0,31.29,1002.73,0.02,1.21,0.04
32.3,78.0,31.29,1002.73,0.0,0.0,0.0
32.3,78.0,31.3,1002.73,0.04,1.77,0.12
32.3,78.0,31.3,1002.73,0.02,1.25,0.04
32.3,79.0,31.3,1002.73,0.05,2.74,0.41
32.3,78.0,31.3,1002.73,0.05,2.38,0.27
32.3,78.0,31.3,1002.73,0.03,1.29,0.05
32.3,78.0,31.3,1002.73,0.02,1.21,0.04
32.3,78.0,31.3,1002.74,0.04,1.89,0.14
32.3,78.0,31.3,1002.74,0.03,1.57,0.09
32.3,78.0,31.31,1002.74,0.03,1.61,0.09
32.3,78.0,31.31,1002.74,0.01,0.36,0.0
32.3,78.0,31.32,1002.74,0.03,1.33,0.05
32.3,78.0,31.32,1002.75,0.02,1.09,0.03
32.3,78.0,31.33,1002.75,0.03,1.69,0.1
32.3,78.0,31.33,1002.75,0.05,2.46,0.3
32.3,78.0,31.33,1002.75,0.03,1.53,0.08
32.3,78.0,31.33,1002.75,0.04,1.93,0.15
32.3,78.0,31.33,1002.75,0.03,1.73,0.11
32.3,78.0,31.33,1002.75,0.02,1.09,0.03
32.3,78.0,31.33,1002.75,0.04,2.01,0.17
32.3,78.0,31.34,1002.75,0.03,1.49,0.07
32.3,78.0,31.33,1002.75,0.03,1.73,0.11
32.3,78.0,31.33,1002.74,0.04,1.93,0.15
32.3,78.0,31.33,1002.75,0.05,2.58,0.34
32.3,78.0,31.32,1002.74,0.05,2.46,0.3
32.3,78.0,31.31,1002.74,0.03,1.49,0.07
32.3,78.0,31.3,1002.74,0.04,2.1,0.19
32.3,78.0,31.3,1002.74,0.03,1.41,0.06
32.3,78.0,31.29,1002.74,0.03,1.69,0.1
32.3,78.0,31.29,1002.73,0.04,1.89,0.14
32.3,78.0,31.29,1002.74,0.04,1.93,0.15
32.3,78.0,31.29,1002.73,0.03,1.53,0.08
32.3,78.0,31.29,1002.73,0.04,2.18,0.21
32.3,78.0,31.29,1002.73,0.03,1.33,0.05
32.3,78.0,31.29,1002.73,0.03,1.29,0.05
32.3,78.0,31.29,1002.74,0.03,1.49,0.07
32.3,78.0,31.29,1002.74,0.03,1.41,0.06
32.3,78.0,31.29,1002.74,0.04,1.77,0.12
32.3,78.0,31.29,1002.74,0.03,1.41,0.06
32.3,78.0,31.29,1002.75,0.05,2.7,0.39
32.3,78.0,31.29,1002.75,0.02,1.25,0.04
32.3,78.0,31.3,1002.75,0.04,1.81,0.13
32.3,78.0,31.3,1002.76,0.02,0.89,0.02
32.3,78.0,31.31,1002.76,0.03,1.73,0.11
32.3,78.0,31.31,1002.76,0.02,1.01,0.02
32.3,78.0,31.3,1002.76,0.04,1.81,0.13
32.3,78.0,31.3,1002.75,0.03,1.37,0.06
32.3,78.0,31.3,1002.75,0.04,1.93,0.15
32.3,78.0,31.3,1002.75,0.04,1.81,0.13
32.3,78.0,31.3,1002.76,0.03,1.65,0.1
32.3,78.0,31.3,1002.76,0.03,1.37,0.06
32.3,78.0,31.3,1002.76,0.03,1.41,0.06
32.3,78.0,31.31,1002.76,0.03,1.37,0.06
32.3,78.0,31.31,1002.77,0.03,1.33,0.05
32.3,78.0,31.31,1002.77,0.04,1.89,0.14
32.3,78.0,31.32,1002.77,0.02,1.09,0.03
32.3,78.0,31.32,1002.77,0.08,3.83,1.04
32.3,78.0,31.32,1002.77,0.04,1.81,0.13
32.3,78.0,31.32,1002.77,0.03,1.45,0.07
32.3,78.0,31.32,1002.77,0.01,0.68,0.01
32.3,78.0,31.32,1002.77,0.07,3.34,0.71
32.3,78.0,31.32,1002.77,0.01,0.4,0.0
32.3,78.0,31.31,1002.77,0.01,0.64,0.01
32.3,78.0,31.31,1002.77,0.03,1.65,0.1
32.3,78.0,31.32,1002.77,0.02,1.05,0.03
32.3,78.0,31.32,1002.78,0.05,2.3,0.25
32.3,78.0,31.32,1002.77,0.05,2.5,0.31
32.3,78.0,31.32,1002.77,0.04,1.81,0.13
32.3,78.0,31.32,1002.77,0.03,1.73,0.11
32.3,78.0,31.32,1002.78,0.05,2.58,0.34
32.3,79.0,31.33,1002.78,0.04,1.93,0.15
32.3,78.0,31.33,1002.78,0.02,1.17,0.04
32.3,78.0,31.33,1002.78,0.04,2.1,0.19
32.3,78.0,31.34,1002.78,0.05,2.38,0.27
32.3,79.0,31.34,1002.79,0.04,1.93,0.15
32.3,79.0,31.34,1002.79,0.04,1.85,0.14
32.3,79.0,31.35,1002.8,0.04,1.93,0.15
32.3,79.0,31.34,1002.8,0.03,1.73,0.11
32.3,79.0,31.34,1002.8,0.03,1.53,0.08
32.3,79.0,31.34,1002.8,0.02,1.21,0.04
32.3,78.0,31.33,1002.8,0.0,0.0,0.0
32.3,78.0,31.33,1002.8,0.07,3.67,0.92
32.3,78.0,31.33,1002.8,0.04,2.05,0.18
32.3,78.0,31.32,1002.8,0.04,1.93,0.15
32.3,78.0,31.32,1002.8,0.02,1.01,0.02
32.3,79.0,31.32,1002.81,0.03,1.69,0.1
32.3,78.0,31.31,1002.81,0.03,1.29,0.05
32.3,78.0,31.31,1002.81,0.04,1.93,0.15
32.3,78.0,31.32,1002.81,0.08,3.91,1.11
32.3,78.0,31.32,1002.82,0.02,1.13,0.03
32.3,78.0,31.32,1002.82,0.03,1.53,0.08
32.3,78.0,31.32,1002.82,0.04,1.89,0.14
32.3,78.0,31.32,1002.82,0.04,1.77,0.12
32.3,78.0,31.32,1002.82,0.04,1.93,0.15
32.3,78.0,31.32,1002.82,0.06,2.82,0.44
32.3,78.0,31.32,1002.82,0.01,0.64,0.01
32.3,78.0,31.33,1002.83,0.03,1.57,0.09
32.3,78.0,31.33,1002.83,0.0,0.24,0.0
32.3,78.0,31.33,1002.83,0.04,2.01,0.17
32.3,78.0,31.34,1002.83,0.02,0.93,0.02
32.3,78.0,31.34,1002.83,0.02,1.05,0.03
32.3,78.0,31.34,1002.83,0.02,1.25,0.04
32.3,78.0,31.33,1002.83,0.03,1.73,0.11
32.3,78.0,31.33,1002.83,0.03,1.49,0.07
32.3,78.0,31.32,1002.83,0.03,1.57,0.09
32.3,78.0,31.32,1002.83,0.03,1.37,0.06
32.3,78.0,31.32,1002.83,0.03,1.49,0.07
32.3,78.0,31.32,1002.83,0.03,1.57,0.09
32.3,78.0,31.33,1002.83,0.02,1.17,0.04
32.3,78.0,31.33,1002.83,0.03,1.73,0.11
32.3,78.0,31.33,1002.83,0.03,1.73,0.11
32.3,78.0,31.33,1002.83,0.05,2.26,0.23
32.3,78.0,31.33,1002.83,0.02,1.17,0.04
32.3,78.0,31.33,1002.84,0.05,2.5,0.31
32.3,78.0,31.33,1002.84,0.0,0.0,0.0
32.3,78.0,31.33,1002.84,0.04,1.93,0.15
32.3,78.0,31.33,1002.85,0.03,1.57,0.09
32.3,78.0,31.33,1002.84,0.03,1.73,0.11
32.3,78.0,31.33,1002.84,0.05,2.26,0.23
32.3,78.0,31.33,1002.85,0.03,1.73,0.11
32.3,78.0,31.33,1002.85,0.06,3.22,0.64
32.3,78.0,31.34,1002.85,0.08,3.91,1.11
32.3,78.0,31.34,1002.85,0.02,1.05,0.03
32.3,78.0,31.35,1002.85,0.04,1.85,0.14
32.3,78.0,31.35,1002.85,0.03,1.45,0.07
32.3,78.0,31.36,1002.86,0.02,1.05,0.03
32.3,78.0,31.36,1002.86,0.04,2.22,0.22
32.3,78.0,31.37,1002.87,0.03,1.57,0.09
32.3,78.0,31.37,1002.87,0.04,2.05,0.18
32.3,78.0,31.37,1002.87,0.04,1.93,0.15
32.3,78.0,31.37,1002.87,0.02,1.01,0.02
32.3,78.0,31.37,1002.88,0.04,1.97,0.16
32.3,78.0,31.38,1002.88,0.03,1.65,0.1
32.3,78.0,31.38,1002.88,0.03,1.53,0.08
32.3,78.0,31.38,1002.88,0.03,1.69,0.1
32.3,78.0,31.38,1002.88,0.04,1.81,0.13
32.3,78.0,31.38,1002.88,0.04,1.85,0.14
32.3,78.0,31.39,1002.88,0.03,1.49,0.07
32.3,78.0,31.39,1002.87,0.04,1.93,0.15
32.3,78.0,31.39,1002.88,0.03,1.73,0.11
32.3,79.0,31.39,1002.88,0.03,1.49,0.07
32.3,78.0,31.4,1002.88,0.03,1.37,0.06
32.3,78.0,31.4,1002.89,0.07,3.26,0.66
32.3,78.0,31.4,1002.89,0.03,1.41,0.06
32.3,78.0,31.4,1002.89,0.03,1.29,0.05
32.3,78.0,31.4,1002.89,0.03,1.33,0.05
32.3,78.0,31.4,1002.89,0.03,1.33,0.05
32.3,78.0,31.4,1002.89,0.06,2.9,0.48
32.3,78.0,31.4,1002.89,0.03,1.49,0.07
32.3,78.0,31.4,1002.89,0.03,1.65,0.1
32.3,78.0,31.39,1002.89,0.04,1.97,0.16
32.3,78.0,31.39,1002.89,0.03,1.29,0.05
32.3,78.0,31.38,1002.89,0.04,1.85,0.14
32.3,78.0,31.38,1002.88,0.02,0.93,0.02
32.3,78.0,31.38,1002.89,0.03,1.49,0.07
32.3,78.0,31.39,1002.89,0.04,2.1,0.19
32.3,78.0,31.39,1002.89,0.02,1.13,0.03
32.3,78.0,31.38,1002.89,0.06,2.94,0.49
32.3,78.0,31.38,1002.9,0.03,1.41,0.06
32.3,78.0,31.38,1002.89,0.04,1.93,0.15
32.3,78.0,31.37,1002.89,0.01,0.68,0.01
32.3,78.0,31.37,1002.9,0.03,1.69,0.1
32.3,78.0,31.37,1002.89,0.03,1.49,0.07
32.3,78.0,31.37,1002.9,0.04,1.89,0.14
32.3,78.0,31.36,1002.9,0.02,0.93,0.02
32.3,78.0,31.36,1002.9,0.02,0.93,0.02
32.3,78.0,31.36,1002.9,0.03,1.57,0.09
32.3,78.0,31.36,1002.9,0.02,1.09,0.03
32.3,78.0,31.36,1002.9,0.0,0.0,0.0
32.3,78.0,31.36,1002.9,0.03,1.53,0.08
32.3,78.0,31.36,1002.9,0.03,1.73,0.11
32.3,78.0,31.35,1002.9,0.0,0.24,0.0
32.3,78.0,31.35,1002.9,0.03,1.57,0.09
32.3,78.0,31.35,1002.9,0.01,0.28,0.0
32.3,78.0,31.35,1002.91,0.08,3.79,1.01
32.3,78.0,31.35,1002.91,0.03,1.69,0.1
32.3,78.0,31.35,1002.9,0.03,1.73,0.11
32.3,78.0,31.35,1002.91,0.01,0.64,0.01
32.3,78.0,31.35,1002.91,0.02,0.89,0.02
32.3,78.0,31.35,1002.9,0.04,1.93,0.15
32.3,78.0,31.35,1002.91,0.02,1.01,0.02
32.3,78.0,31.35,1002.91,0.03,1.53,0.08
32.3,78.0,31.35,1002.91,0.02,1.17,0.04
32.3,78.0,31.35,1002.91,0.03,1.29,0.05
32.3,78.0,31.35,1002.91,0.02,0.77,0.01
32.3,78.0,31.35,1002.91,0.05,2.5,0.31
32.3,78.0,31.35,1002.91,0.04,1.93,0.15
32.3,78.0,31.35,1002.92,0.03,1.69,0.1
32.3,78.0,31.35,1002.92,0.0,0.0,0.0
32.3,78.0,31.35,1002.92,0.03,1.37,0.06
32.3,78.0,31.35,1002.92,0.03,1.69,0.1
32.3,78.0,31.36,1002.92,0.03,1.73,0.11
32.3,78.0,31.36,1002.92,0.06,2.9,0.48
32.3,78.0,31.36,1002.92,0.03,1.53,0.08
32.3,78.0,31.36,1002.92,0.04,1.93,0.15
32.3,78.0,31.36,1002.92,0.05,2.46,0.3
32.3,78.0,31.36,1002.91,0.03,1.37,0.06
32.3,78.0,31.35,1002.91,0.03,1.69,0.1
32.3,78.0,31.35,1002.92,0.04,2.14,0.2
32.3,78.0,31.34,1002.92,0.04,1.93,0.15
32.3,78.0,31.33,1002.92,0.04,1.89,0.14
32.3,78.0,31.32,1002.91,0.04,1.93,0.15
32.3,78.0,31.32,1002.92,0.04,1.85,0.14
32.3,78.0,31.31,1002.91,0.04,2.1,0.19
32.3,78.0,31.31,1002.92,0.03,1.33,0.05
32.3,78.0,31.31,1002.91,0.02,1.05,0.03
32.3,78.0,31.3,1002.92,0.03,1.69,0.1
32.3,78.0,31.3,1002.92,0.04,1.93,0.15
32.3,78.0,31.3,1002.92,0.04,1.77,0.12
32.3,78.0,31.3,1002.92,0.04,1.93,0.15
32.3,78.0,31.29,1002.92,0.06,2.86,0.46
32.3,78.0,31.29,1002.92,0.04,2.01,0.17
32.3,78.0,31.29,1002.92,0.04,2.01,0.17
32.3,78.0,31.3,1002.92,0.0,0.0,0.0
32.3,78.0,31.3,1002.92,0.02,0.85,0.02
32.3,78.0,31.31,1002.93,0.01,0.44,0.0
32.3,78.0,31.3,1002.93,0.03,1.41,0.06
32.3,78.0,31.3,1002.93,0.05,2.58,0.34
32.3,78.0,31.3,1002.93,0.04,1.85,0.14
32.3,78.0,31.29,1002.93,0.04,2.1,0.19
32.3,78.0,31.29,1002.92,0.03,1.37,0.06
32.3,78.0,31.29,1002.93,0.03,1.69,0.1
32.3,78.0,31.29,1002.93,0.04,1.77,0.12
32.3,78.0,31.29,1002.93,0.04,2.22,0.22
32.3,78.0,31.29,1002.93,0.03,1.73,0.11
32.3,78.0,31.29,1002.93,0.04,1.81,0.13
32.3,78.0,31.29,1002.93,0.04,1.97,0.16
32.3,78.0,31.29,1002.94,0.04,1.93,0.15
32.3,78.0,31.29,1002.94,0.08,3.83,1.04
32.3,78.0,31.29,1002.94,0.03,1.57,0.09
32.3,78.0,31.3,1002.93,0.03,1.37,0.06
32.3,78.0,31.3,1002.93,0.04,1.89,0.14
32.3,78.0,31.3,1002.93,0.03,1.73,0.11
32.3,78.0,31.31,1002.93,0.04,1.85,0.14
32.3,78.0,31.31,1002.93,0.02,0.89,0.02
32.3,78.0,31.32,1002.93,0.0,0.0,0.0
32.3,78.0,31.33,1002.93,0.03,1.69,0.1
32.3,79.0,31.33,1002.93,0.04,1.93,0.15
32.3,78.0,31.34,1002.94,0.04,1.89,0.14
32.3,78.0,31.34,1002.94,0.04,1.93,0.15
32.3,79.0,31.34,1002.94,0.04,1.93,0.15
32.3,78.0,31.34,1002.94,0.04,1.93,0.15
32.3,78.0,31.33,1002.93,0.03,1.37,0.06
32.3,78.0,31.32,1002.93,0.04,1.93,0.15
32.3,78.0,31.32,1002.93,0.03,1.57,0.09
32.3,78.0,31.31,1002.93,0.02,0.85,0.02
32.3,78.0,31.31,1002.93,0.04,1.93,0.15
32.3,78.0,31.3,1002.93,0.04,1.85,0.14
32.3,78.0,31.29,1002.94,0.03,1.65,0.1
32.3,78.0,31.29,1002.94,0.03,1.57,0.09
32.3,78.0,31.28,1002.94,0.02,0.77,0.01
32.3,78.0,31.28,1002.94,0.02,1.25,0.04
32.3,78.0,31.28,1002.94,0.03,1.53,0.08
32.3,78.0,31.28,1002.94,0.03,1.33,0.05
32.3,78.0,31.28,1002.94,0.02,1.25,0.04
32.3,78.0,31.29,1002.94,0.03,1.73,0.11
32.3,78.0,31.29,1002.95,0.02,0.89,0.02
32.3,78.0,31.29,1002.95,0.02,1.25,0.04
32.3,78.0,31.29,1002.95,0.02,1.25,0.04
32.3,78.0,31.29,1002.95,0.04,1.89,0.14
32.3,78.0,31.3,1002.95,0.03,1.69,0.1
32.3,78.0,31.31,1002.95,0.04,1.93,0.15
32.3,78.0,31.31,1002.95,0.04,1.89,0.14
32.3,78.0,31.31,1002.95,0.05,2.7,0.39
32.3,78.0,31.32,1002.96,0.03,1.45,0.07
32.3,78.0,31.33,1002.96,0.04,1.97,0.16
32.3,78.0,31.33,1002.96,0.03,1.49,0.07
32.3,78.0,31.34,1002.96,0.03,1.29,0.05
32.3,78.0,31.34,1002.96,0.03,1.69,0.1
32.3,78.0,31.34,1002.96,0.05,2.58,0.34
32.3,78.0,31.34,1002.95,0.04,1.93,0.15
32.3,78.0,31.35,1002.96,0.04,1.81,0.13
32.3,78.0,31.35,1002.96,0.09,4.39,1.54
32.3,78.0,31.35,1002.96,0.04,2.05,0.18
32.3,78.0,31.35,1002.97,0.03,1.33,0.05
32.3,78.0,31.35,1002.97,0.04,1.81,0.13
32.3,78.0,31.35,1002.97,0.02,1.21,0.04
32.3,78.0,31.34,1002.97,0.04,1.81,0.13
32.3,78.0,31.34,1002.97,0.02,0.89,0.02
32.3,78.0,31.34,1002.97,0.02,0.89,0.02
32.3,78.0,31.33,1002.97,0.03,1.73,0.11
32.3,78.0,31.33,1002.97,0.05,2.5,0.31
32.3,78.0,31.33,1002.97,0.04,2.14,0.2
32.3,78.0,31.33,1002.97,0.04,1.89,0.14
32.3,78.0,31.33,1002.97,0.03,1.49,0.07
32.3,78.0,31.33,1002.97,0.05,2.58,0.34
32.3,78.0,31.33,1002.97,0.03,1.49,0.07
32.3,78.0,31.33,1002.97,0.04,1.89,0.14
32.3,78.0,31.33,1002.97,0.02,0.93,0.02
32.3,78.0,31.33,1002.97,0.04,1.81,0.13
32.3,78.0,31.33,1002.97,0.03,1.49,0.07
32.3,78.0,31.33,1002.97,0.0,0.0,0.0
32.3,78.0,31.34,1002.98,0.03,1.37,0.06
32.3,78.0,31.33,1002.98,0.05,2.5,0.31
32.3,78.0,31.33,1002.98,0.03,1.49,0.07
32.3,78.0,31.32,1002.98,0.02,1.13,0.03
32.3,78.0,31.32,1002.98,0.02,1.05,0.03
32.3,78.0,31.32,1002.99,0.01,0.36,0.0
32.3,78.0,31.31,1002.98,0.03,1.45,0.07
32.3,78.0,31.31,1002.98,0.03,1.65,0.1
32.3,78.0,31.31,1002.99,0.02,0.77,0.01
32.3,78.0,31.3,1002.99,0.03,1.57,0.09
32.3,78.0,31.3,1002.99,0.03,1.41,0.06
32.3,78.0,31.3,1002.99,0.04,1.81,0.13
32.3,78.0,31.3,1002.99,0.03,1.53,0.08
32.3,78.0,31.29,1002.99,0.03,1.65,0.1
32.3,78.0,31.29,1003.0,0.03,1.49,0.07
32.3,78.0,31.29,1003.0,0.02,0.93,0.02
32.3,78.0,31.29,1003.0,0.03,1.49,0.07
32.3,78.0,31.29,1003.01,0.04,2.22,0.22
32.3,78.0,31.29,1003.0,0.03,1.37,0.06
32.3,78.0,31.3,1003.01,0.01,0.64,0.01
32.3,78.0,31.3,1003.01,0.03,1.73,0.11
32.3,78.0,31.31,1003.01,0.03,1.61,0.09
32.3,78.0,31.32,1003.02,0.04,1.97,0.16
32.3,78.0,31.32,1003.03,0.05,2.38,0.27
32.3,78.0,31.32,1003.02,0.02,1.25,0.04
32.3,78.0,31.33,1003.02,0.03,1.53,0.08
32.3,78.0,31.33,1003.03,0.03,1.73,0.11
32.3,78.0,31.33,1003.03,0.03,1.57,0.09
32.3,78.0,31.33,1003.03,0.03,1.57,0.09
32.3,78.0,31.33,1003.03,0.03,1.53,0.08
32.3,78.0,31.34,1003.03,0.03,1.69,0.1
32.3,78.0,31.33,1003.02,0.03,1.65,0.1
